,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
83,83,3.0,0.9939000010490417,"use, summary, support, file, test, change, harmony_xnet, revision_pulle, main_java, add, new, closes_differential, remove, check, key, revision, case, also, would, size","Rename Arrays to ArrayUtils To avoid conflict with the java.util.Arrays class, rename our own internal compatibility class to ArrayUtils. Change-Id: Iae79a4d37749e16e62712f3bb5038d870b78d999/external/conscrypt: add NativeConstants. NativeConstants.java is generated by a C program and thus the values will automatically be kept in sync with the contents of the OpenSSL headers. Bug: 20521989 Change-Id: Ib5a97bf6ace05988e3eef4a9c8e02d0f707d46ad/Enable any opaque private keys to be used with TLS/SSL stack. Prior to this CL, opaque private keys those that do not expose/export their key material were not supported by Conscrypts SSLSocket, SSLServerSocket and SSLEngine implementations if the keys were backed by other providers. This CL fixes this issue. Conscrypts TLS/SSL stack now works with arbitrary opaque private keys provided that: * for EC private key: an installed implementation of NONEwithECDSA Signature accepts the key for signing; and * for RSA private key: an installed implementation of NONEwithRSA Signature accepts the key for signing and an installed implementation of RSA/ECB/PKCS1Padding Cipher accepts the key for decryption. This normally requires that the JCA Provider which produced the PrivateKey instance expose the above Cipher transformation and Signature algorithms. HOW THIS WORKS The underlying OpenSSL TLS/SSL stack uses the provided private keys only to decrypt and sign. For opaque private keys these requests are delegated (same as before, via CryptoUpcalls) to corresponding Cipher (RSA/ECB/PKCS1Padding) and Signature (NONEwithRSA or NONEwithECDSA) implementations. Even when signing and decryption is outsourced, OpenSSL still needs the modulus (for RSA) and order (for EC), supposedly to estimate output size of signing or decryption operations. This information is not available via the PrivateKey interface. However, an opaque private key may still implement the RSAKey or ECKey interface which provides access to modulus or order but does not provide access to key material. Moreover, in all use cases of private keys with Conscrypts TLS/SSL stack the modulus or order can be obtained and provided to OpenSSL. In the case of private keys used for client or server authentication, the public key of the certificate is used as the source of the information. In the case of TLS Channel ID, the order is currently fixed and known (only NIST P-256 is supported). Bug: 19284418 Change-Id: I8fea2492f9cf48cfc29c3e7d2ee99a68e84e82ec/"
84,84,8.0,0.920799970626831,"android, use, update, commit, key, add, test, support, summary, file, fix, change, type, write, would, new, call, test_plan, make, instead","GCM: return the correct AlgorithmParameters Instead of the correct AlgorithmParameters of type ""GCM,"" we were returning the generic ""AES"" version that basically only converts to an IvParameterSpec. Bug: 22319986 Change-Id: Ib42905c3ad31e44b72e8066192bd26981c8351ba/"
85,85,15.0,0.8123000264167786,"test, use, android, summary, also, change, support, new, compaction, key, test_plan, file, call, type, would, fix, check, add, option, revision_pulle","Switch OpenSSLMac from EVP_PKEY_HMAC to HMAC_CTX. EVP_PKEY_HMAC is just a wrapper over HMAC_CTX, so this is slightly more efficient. This is also the last consumer of BoringSSLs EVP_PKEY_HMAC, so the API may be removed after this. Change-Id: I545914b429b23631efd3cacaa22c6d2e7d165fab/Use SSL_CTX_set_tmp_ecdh instead of SSL_CTX_set_tmp_ecdh_callback. Conscrypt is the only consumer of SSL_CTX_set_tmp_ecdh_callback for BoringSSL. The callback variant is also bizarre. The key length parameter is legacy and pointless. When used with SSL_OP_SINGLE_ECDH (which BoringSSL always enables), theres no point in configuring the callback over a static group. The callback also does not participate in supported_curves negotiation. Change-Id: Ie588532a559f13d2b69b7278f9b8d4d41e31828d/Consistently use ARRAY_OFFSET_*INVALID macros. Not all the ad-hoc ones check for integer overflow correctly. Consistently use the same check everywhere. Change-Id: I913b7de792406d9819a6830cc21ec500ddceff6e/Fix error conditions in certificate/PKCS#7 reading When an error condition is encountered in BoringSSL, sometimes it deliberately does not put something on the ERR stack to prevent abuse of that knowledge. Instead we need to throw an exception explicitly when no error is pushed onto the stack. Bug: 21034231 Change-Id: Ia06347c5653672c982ecff2c26be9b091d03009f/Fix up JNI_TRACE for AEAD Bug: 21762837 Change-Id: I11042be8fe1e046ac96759b4554ce9229e1cf6f3/NativeCrypto: special case for empty cipher list For the Java language, setting an empty cipher list is not an error but its an error in OpenSSL. However, the underlying API actually updates the cipher list to an empty string as intended. So we need to handle this special case by clearing the error stack and making sure that our expectation is satisfied. Bug: 21195269 Change-Id: Id21792215513f4e0d6e051160f69e5f830d39015/external/conscrypt: tweaks for next BoringSSL import. Upstream BoringSSL has dropped |SSL_ST_BEFORE| (which appears to have been unused) and all the |*_LOCK_*| symbols. The latter are replaced with |*_up_ref|, with so that it continues to work with OpenSSL. Change-Id: Ib609c83d428b7624e24e3b96c93afc2e482e6a6d/NativeCrypto: return of 0 is error for EVP_Sign/VerifyFinal We need to check the ERR stack on a return code of 0. Previously there was a comment indicating the weird behavior about DSA keys throwing after a check for a return value of but this API is never supposed to return anything other than 1 for success or 0 for failure. (cherry picked from commit 49854878b83114e3e15c7ad3ca030352b786b5df) Bug: 18869265 Change-Id: Ic871c63b6d65949053819950ed8053f47501bd60/NativeCrypto: return of 0 is error for EVP_Sign/VerifyFinal We need to check the ERR stack on a return code of 0. Previously there was a comment indicating the weird behavior about DSA keys throwing after a check for a return value of but this API is never supposed to return anything other than 1 for success or 0 for failure. Bug: 18869265 Change-Id: Ic871c63b6d65949053819950ed8053f47501bd60/"
86,86,1.0,0.9810000061988831,"summary, add, would, test, file, test_plan, support, change, key, case, use, new, revision_pulle, revision, closes_differential, run, fail, issue, differential_revision, backup","GCM: set default tag size to 12 bytes According to RFC 5084, the default value of the GCM tag should be 12 octets (bytes). Change the default tag length from 0 to 12 to honor this. Bug: 22855843 Change-Id: I1ed16df24d0cfa9fff2593a3402c97faf913e05e/GCM: return the correct AlgorithmParameters Instead of the correct AlgorithmParameters of type ""GCM,"" we were returning the generic ""AES"" version that basically only converts to an IvParameterSpec. Bug: 22319986 Change-Id: Ib42905c3ad31e44b72e8066192bd26981c8351ba/OpenSSLCipher: adjust expected length with padding in decrypt mode Consider the |final| buffer when computing the expected length Should not expect an extra block when using padding in decrypting mode Bug: 19186852 Change-Id: I206442d45c4cf68363201738ba9d0b035f19c436/Revert ""OpenSSLCipher: adjust expected length with padding in decrypt mode"" This reverts commit eb3a7e31c78231a19cb76ce2a5974b03a0187b96. Change-Id: I822a51cfb7c8a2a3785d8694f5ab9f9fef552111/"
87,87,4.0,0.9524999856948853,"file, summary, revision_pulle, closes_differential, case, read, size, compaction, key, make, support, use, call, android, add, option, test_plan, set, also, remove",NativeCrypto: Add TLS SCT extension support. Change-Id: I438b23ecb86340f837f62359b342637966b81512/NativeCrypto: support OCSP stapling This only provides access to the OCSP data. It does not use it to verify the certificate. Change-Id: Ib448cbf52a5c824655585afc62d1580404a44f2c/NativeCrypto: add method to extract extensions from an OCSP response. This will be useful to extract signed timestamps to perform Certificate Transparency verification. Change-Id: I44db4435ce47d9c5562323c18d475be24b00bca7/
88,88,3.0,0.9472000002861023,"use, summary, support, file, test, change, harmony_xnet, revision_pulle, main_java, add, new, closes_differential, remove, check, key, revision, case, also, would, size",Move BlockGuard and CloseGuard to Platform This was causing issues on Gingerbread devices since CloseGuard was not in that release yet. Move them out to Platform so we can filter on release when we decide whether to instantiate or not. Bug: 24607028 Change-Id: Iba0bbb0b878076319ace40f848aa5e307e2c3ad8/
89,89,1.0,0.5246999859809875,"summary, add, would, test, file, test_plan, support, change, key, case, use, new, revision_pulle, revision, closes_differential, run, fail, issue, differential_revision, backup","Clear BoringSSL error queue in NativeCrypto.EVP_DigestVerifyFinal. This fixes a bug introduced in b4345a619c1f34e2390210d11476a8619cebd695 where NativeCrypto.EVP_DigestVerifyFinal left the BAD_SIGNATURE error in the BoringSSL error queue when a signature did not verify. Some of the following NativeCrypto operations would then fail because they assumed that it was their BoringSSL calls that generated the BAD_SIGNATURE error. The fix is to unconditionally clear the BoringSSL error queue at the end of NativeCrypto.EVP_DigestVerifyFinal, same as its predecessor NativeCrypto.EVP_VerifyFinal did. Change-Id: I0d092b1b39afa3c6d19a785cbf7dd311ffcd4c04/Switch from EVP_[Sign|Verify] to EVP_Digest[Sign|Verify]. This switches Conscrypts Signature implementations from the older EVP_Sign/EVP_Verify API to the newer EVP_DigestSign/EVP_DigestVerify API. The main factor driving this switch is to expose RSASSA-PSS which does not work via the old API. In particular, this change: * adds EVP_DigestSign* and EVP_DigestVerify* to NativeCrypto. Some of these NativeCrypto functions were already there but werent used. This made it easier to adjust their signatures to best results. * switches Signature implementation from EVP_Sign/EVP_Verify to EVP_DigestSign/EVP_DigestVerify. * removes EVP_Sign* and EVP_Verify* from NativeCrypto because they are no longer used. * inlines NativeCryptos evpInit into its EVP_DigestInit_ex because the latter became the only user of evpInit after the cleanup. Change-Id: Id29ea4fc2bc5b1cd81daaee8b475fd147616de51/Adjust names of digest-related NativeCrypto methods. This adjusts the names of digest-related NativeCrypto methods to match the names of underlying BoringSSL functions. This makes it easier to reason about the functionality being invoked via NativeCrypto. Change-Id: I04e2148ba818ae3e9ad60871b046052fcfffec4d/Zero-copy digesting for direct ByteBuffer input. Prior to this change, Conscrypts MessageDigest.update(ByteBuffer) invoked for a direct ByteBuffer resulted in the creation of a new byte[] of size ByteBuffer.remaining() and the copying of the ByteBuffers contents into that array. This change implements an optimization which avoids the allocation and copying, by making BoringSSL EVP_DigestUpdate read directly from the memory region represented by the direct ByteBuffer. Change-Id: I112d318128402d1d78e226df9dfe54af55955953/NativeCrypto: Add TLS SCT extension support. Change-Id: I438b23ecb86340f837f62359b342637966b81512/NativeCrypto: support OCSP stapling This only provides access to the OCSP data. It does not use it to verify the certificate. Change-Id: Ib448cbf52a5c824655585afc62d1580404a44f2c/NativeCrypto: add method to extract extensions from an OCSP response. This will be useful to extract signed timestamps to perform Certificate Transparency verification. Change-Id: I44db4435ce47d9c5562323c18d475be24b00bca7/Add method to delete extension from a certificate The OpenSSLX509Certificate is still immutable. Instead a modified copy is returned. The use case for this is recreating the TBS component of a Precertificate as described by RFC6962 section 3.2. Change-Id: I2a9305ae7464642910decaf5ab46121a6f15d722/Remove references to OpenSSLs |wbuf|. The |wbuf| member is an internal field that disappears in the latest BoringSSL revision. Also, it doesnt appear to be neccessary: SSL_write wont report that bytes were written until the record has hit the transport, so theres no need to be sensitive to an implementation detail. (See also cl/100529082.) Change-Id: I036bb7ebf69649025967a2af467313d7676e62ca/"
90,90,1.0,0.98580002784729,"summary, add, would, test, file, test_plan, support, change, key, case, use, new, revision_pulle, revision, closes_differential, run, fail, issue, differential_revision, backup","Switch from EVP_[Sign|Verify] to EVP_Digest[Sign|Verify]. This switches Conscrypts Signature implementations from the older EVP_Sign/EVP_Verify API to the newer EVP_DigestSign/EVP_DigestVerify API. The main factor driving this switch is to expose RSASSA-PSS which does not work via the old API. In particular, this change: * adds EVP_DigestSign* and EVP_DigestVerify* to NativeCrypto. Some of these NativeCrypto functions were already there but werent used. This made it easier to adjust their signatures to best results. * switches Signature implementation from EVP_Sign/EVP_Verify to EVP_DigestSign/EVP_DigestVerify. * removes EVP_Sign* and EVP_Verify* from NativeCrypto because they are no longer used. * inlines NativeCryptos evpInit into its EVP_DigestInit_ex because the latter became the only user of evpInit after the cleanup. Change-Id: Id29ea4fc2bc5b1cd81daaee8b475fd147616de51/Zero-copy HMAC and signing/verification for direct ByteBuffer. Prior to this change, Conscrypts Mac and Signature implementations copied the contents of direct ByteBuffer inputs. This change implements an optimization which avoids the allocation and copying of contents of direct ByteBuffer inputs. Bug: 24674857 Change-Id: I1436839182483fd42318d4b0af4d633283e3453d/"
91,91,3.0,0.970300018787384,"use, summary, support, file, test, change, harmony_xnet, revision_pulle, main_java, add, new, closes_differential, remove, check, key, revision, case, also, would, size","Verify certificate transparency on domain for which it is enabled. For the time being, CT is enabled by using Java security properties. This makes it possible to deploy it without updating Androids frameworks through GMSCore. Change-Id: Iff9646b7d80f1386965b2b4f4f46a9d80c780a58/Move BlockGuard and CloseGuard to Platform This was causing issues on Gingerbread devices since CloseGuard was not in that release yet. Move them out to Platform so we can filter on release when we decide whether to instantiate or not. Bug: 24607028 Change-Id: Iba0bbb0b878076319ace40f848aa5e307e2c3ad8/"
92,92,10.0,0.9648000001907349,"summary, test, test_plan, file, add, support, make, new, run, revision, compaction, use, also, fix, call, option, differential_revision, case, change, revision_pulle","Add ExtendedSSLSession, et al. In order to support SNI certificate selection of the server-side and enhanced certificate verification on the client side, we add ExtendedSSLSession and the getHandshakeSession support. This is just to set up for future implementations of SNI and ExtendedX509TrustManager and doesnt actually implement the logic needed to fully support the new features. Change-Id: I300d3134d8ab9c184d6473183612dc53658a8221/Fix for OpenJdk SocketImpl. OpenJdk sockets start their life with a null FileDescriptor. b/25805791 tracks fixing the SocketImpl Change-Id: Ia14afda04aa0a109f944c549719ad50bb3aeadab/"
93,93,2.0,0.9366000294685364,"file, test_plan, summary, option, make, use, test, add, read, call, change, size, revision, write, case, differential_revision, new, also, fix, table","Remove java.lang.IntegralToString usage. java.lang.IntegralToString is going away, replaced its usage by small helper class, Hex. + Fixes the ""Illegal class access"" exception from TrustedCertificateStoreTest & TrustManagerImplTest. (cherry-picked from 61e984f441b9194f0ae907e6fc28502858df6852 + 61e984f441b9194f0ae907e6fc28502858df6852) Bug: 24932279 (cherry picked from commit e279a9854d15d20a0b3807fe96f0805b43cd4dae) Change-Id: Id48cd9c2dfade328f01c669afa20fe2e7a630fc2/"
94,94,15.0,0.9546999931335449,"test, use, android, summary, also, change, support, new, compaction, key, test_plan, file, call, type, would, fix, check, add, option, revision_pulle","Track False Start change in tests In BoringSSL, the SSL_MODE_ENABLE_FALSE_START (aka SSL_MODE_HANDSHAKE_CUTTHROUGH) is unconditionally enabled because BoringSSL does the appropriate checks internally. Make sure our tests also reflect this fact by testing the appropriate settings. Bug: 26139262 Bug: 26139500 Change-Id: I125aa440cdb76d2efbfee2be7387b47d22446950/"
95,95,9.0,0.9269000291824341,"file, change, new, use, summary, compaction, make, android, add, test_plan, call, fix, memtable, revision, support, write, level, test, get, flush",Add handshake session and ExtendedX509TrustManager support This enables the new API to specify when a host should be verified by hostname. Before there was no public API that was capable of indicating to the TrustManager which DNS hostname you were intending to connect with. Change-Id: Ic5845d1e93f02b54d971673a280d0a3571739fbf/
96,96,10.0,0.9648000001907349,"summary, test, test_plan, file, add, support, make, new, run, revision, compaction, use, also, fix, call, option, differential_revision, case, change, revision_pulle","Add ExtendedSSLSession, et al. In order to support SNI certificate selection of the server-side and enhanced certificate verification on the client side, we add ExtendedSSLSession and the getHandshakeSession support. This is just to set up for future implementations of SNI and ExtendedX509TrustManager and doesnt actually implement the logic needed to fully support the new features. Change-Id: I300d3134d8ab9c184d6473183612dc53658a8221/Fix for OpenJdk SocketImpl. OpenJdk sockets start their life with a null FileDescriptor. b/25805791 tracks fixing the SocketImpl Change-Id: Ia14afda04aa0a109f944c549719ad50bb3aeadab/"
97,97,1.0,0.9711999893188477,"summary, add, would, test, file, test_plan, support, change, key, case, use, new, revision_pulle, revision, closes_differential, run, fail, issue, differential_revision, backup","Fix compilation with JNI_TRACE_** Change-Id: I8417daea4b10f8c02642fe6c9be170312461139c/Use some C++11 concepts Run clang-modernizer over the native code and clang-format for the changed lines. Change-Id: I02211de90214567a128c4e3ca88aad26541a7629/Basic implementation of RSASSA-PSS Signature. This makes Conscrypt provide RSASSA-PSS Signature implementations. These implementations currently do not support changing their parameters (e.g., via Signature.setParameter(PSSParameterSpec)) and returning their current parameters (e.g., via Signature.getParameters()). This will be added in a follow-up change. Bug: 25794302 Change-Id: I1488e0e9592f92a9e15365131c76ce2902ad4607/"
98,98,0.0,0.6632999777793884,"change, summary, file, add, new, compaction, test, make, test_plan, also, differential_revision, implementation, call, use, option, create, delete, value, full, index","Support for PSS Signature configuration via PSSParameterSpec. This adds support for configuring the PSS Signature implementation via java.security.spec.PSSParameterSpec. This also makes the signature implementation return its current configuration as AlgorithmParameters of algorithm ""PSS"" from which a PSSParameterSpec can be obtained. Bug: 25794302 Change-Id: Ib7e087cdc75a6b02898afafdfc4308802d6eb5d5/Basic implementation of RSASSA-PSS Signature. This makes Conscrypt provide RSASSA-PSS Signature implementations. These implementations currently do not support changing their parameters (e.g., via Signature.setParameter(PSSParameterSpec)) and returning their current parameters (e.g., via Signature.getParameters()). This will be added in a follow-up change. Bug: 25794302 Change-Id: I1488e0e9592f92a9e15365131c76ce2902ad4607/"
99,99,1.0,0.9743000268936157,"summary, add, would, test, file, test_plan, support, change, key, case, use, new, revision_pulle, revision, closes_differential, run, fail, issue, differential_revision, backup","Add support for SNI API This adds support for retrieving SNI name as a server and setting SNI name as a client. It currently doesnt implement use of the SNIMatcher API. Change-Id: I4f76fcbd96bd7c3398532f3858bbdd0d06103082/Add ChaCha20-Poly1305 as an enabled cipher suite Change-Id: Idc143d37c63cf3436ccdddc22abcb11802fc6615/external/conscrypt: sort list of cipher suite strings. This change sorts the list using sort(1). Change-Id: Ief0c407969c92405464b9b2e9ebc694f98260263/Basic implementation of RSASSA-PSS Signature. This makes Conscrypt provide RSASSA-PSS Signature implementations. These implementations currently do not support changing their parameters (e.g., via Signature.setParameter(PSSParameterSpec)) and returning their current parameters (e.g., via Signature.getParameters()). This will be added in a follow-up change. Bug: 25794302 Change-Id: I1488e0e9592f92a9e15365131c76ce2902ad4607/"
100,100,14.0,0.9789000153541565,"android, summary, file, option, test_plan, time_taken, batch_size, new, test, add, change, write, update, set, use, us_mqps, support, revision, need, make","Add support for SNI API This adds support for retrieving SNI name as a server and setting SNI name as a client. It currently doesnt implement use of the SNIMatcher API. Change-Id: I4f76fcbd96bd7c3398532f3858bbdd0d06103082/Add handshake session and ExtendedX509TrustManager support This enables the new API to specify when a host should be verified by hostname. Before there was no public API that was capable of indicating to the TrustManager which DNS hostname you were intending to connect with. Change-Id: Ic5845d1e93f02b54d971673a280d0a3571739fbf/Revert ""Revert ""Add ExtendedSSLSession, et al."""" This reverts commit 132c311de656e7396b78b388c6351be8a84a159c. Some stubs were neded to allow building on unbundled builds. Change-Id: I713d00923eecac7e323d53e561cf509794cc4fd4/Add ExtendedSSLSession, et al. In order to support SNI certificate selection of the server-side and enhanced certificate verification on the client side, we add ExtendedSSLSession and the getHandshakeSession support. This is just to set up for future implementations of SNI and ExtendedX509TrustManager and doesnt actually implement the logic needed to fully support the new features. Change-Id: I300d3134d8ab9c184d6473183612dc53658a8221/"
101,101,3.0,0.9567999839782715,"use, summary, support, file, test, change, harmony_xnet, revision_pulle, main_java, add, new, closes_differential, remove, check, key, revision, case, also, would, size","Add compat methods for using SNI and other new features Newer revisions of Android have SSLParameters with SNI support, endpoint identification algorithm support, and honor cipher suite order preference support. Add these to the /compat/ subtree so we can use them if available in unbundled releases. Change-Id: Iab3a3e6863b025c64790b08952a8b43cf087e920/"
102,102,4.0,0.9405999779701233,"file, summary, revision_pulle, closes_differential, case, read, size, compaction, key, make, support, use, call, android, add, option, test_plan, set, also, remove","OpenSSLSocketImpl: Dont accidentally create a SocketImpl. We dont call super.close() when were wrapping a socket, so well have to be careful not to call any superclass methods that might end up creating a SocketImpl. bug: 27250522 Change-Id: Ie98127d002cc3b3dd3dd419b62adcfec47817479/"
103,103,7.0,0.949999988079071,"test_plan, test, summary, file, revision, compaction, use, new, review, change, make, reviewer, differential_revision, level, option, write, also, case, add, unit_test","Update d2i_SSL_SESSION test expectations Update d2i_SSL_SESSION to only throw IOException and change tests to expect that to happen. Since IOException is declared as a thrown exception, non-test code should already be expecting this. Bug: 27526112 Change-Id: Ic8c1a47debce9cb76221150d050be86d010c6ec3/"
104,104,9.0,0.970300018787384,"file, change, new, use, summary, compaction, make, android, add, test_plan, call, fix, memtable, revision, support, write, level, test, get, flush","Improve path building This CL changes certificate path building from building the first possible chain only to building all possible chains until a valid chain is found or all potential chains are exhausted. This will allow us to more gracefully handle CA and intermediate changes. This CL does _not_ change the verification step in any way, all chains generated are still verified the same as they were before. (cherry-picked from commit 381c900af12815e6f0c01519d8ebdd57297303e9) Change-Id: Ia8c4cd4131eb6ddf299da144b963a24cd1b64605/"
105,105,16.0,0.9926999807357788,"close, summary, test, add, would, change, use, fix, call, table, support, also, file, revision_pulle, test_plan, failure, closes_differential, make, option, need","UniqueMutex for explicit ordering with ScopedSslBio The MUTEX_LOCK / MUTEX_UNLOCK semantics work if you also explicitly clear out resources that were supposed to be cleared before the lock is released. However, with wrapper classes that do it automatically, you cant get the correct ordering. Instead of converting these all to manual acquire and release, convert the mutex handling to use automatic release via UniqueMutex so that ordering is correct with resources that should be protected by the mutex. Thanks to Zhen Song for finding these issues. Bug: 28473706 Change-Id: I4b63ce674e0fc343fe156936df7e8f6e3130722f/Revert ""Switch Conscrypt to EC_GROUP_new_arbitrary."" This reverts commit f695b9fa2d3b67f95cc40fb485db5ee73da60f25. Having a different API for this case than upstream is more trouble than is worth it. A separate ""incomplete EC_GROUP"" state is a nuisance, but not much more of a nuisance for future hopes than having separate ""static EC_GROUP"" and ""arbitrary EC_GROUP"" buckets. (BoringSSL will keep both APIs around until this is cycled everywhere so we wont need more multi-sided changes.) Change-Id: Iad4604a04d75b29b9aac9dfde0f9ae18964017e8/OpenSSLSessionImpl: add better errors when converting Frequently an old SSLSession cache from a different version of OpenSSL or BoringSSL will cause the de-serialization of the SSLSession information to fail. This will spam the logs and happens Frequently when GmsCores ProviderInstaller is used. For now try to extract a bit more useful information from the error thrown by native code and dont bother to print the stack trace since its not fatal. (cherry picked from commit de8236f4bb9d70fa4e6a52679b4bf40b04c44f9b) Bug: 25328662 Change-Id: I0a396a52418e7911b98133b45bbfafcc6651e863/OpenSSLSessionImpl: add better errors when converting Frequently an old SSLSession cache from a different version of OpenSSL or BoringSSL will cause the de-serialization of the SSLSession information to fail. This will spam the logs and happens Frequently when GmsCores ProviderInstaller is used. For now try to extract a bit more useful information from the error thrown by native code and dont bother to print the stack trace since its not fatal. Bug: 25328662 Change-Id: I0a396a52418e7911b98133b45bbfafcc6651e863/"
106,106,18.0,0.9269000291824341,"summary, option, test_plan, change, add, file, make, support, use, test, commit, main_java, allow, set, also, git_svn, new, closes_differential, write, harmony_xnet",Fix static analysis findings Add annotations where we intentionally left out and a brief explanation. Add synchronized keyword where needed by overriding methods so they match the parent class. Change-Id: I55591a5902530f1c2fb8cc89260c3df09648ec8e/
107,107,10.0,0.989300012588501,"summary, test, test_plan, file, add, support, make, new, run, revision, compaction, use, also, fix, call, option, differential_revision, case, change, revision_pulle","Fix static analysis findings Add annotations where we intentionally left out and a brief explanation. Add synchronized keyword where needed by overriding methods so they match the parent class. Change-Id: I55591a5902530f1c2fb8cc89260c3df09648ec8e/Allow SSLSession to return IP address In an effort to not use reverse DNS, we no longer return hostnames from sockets created via IP addresses. However, this also made the SSLSession return null when a Socket is created to an IP address instead of an FQDN. While being careful not to trigger another DNS lookup, simply return a textual representation of the IP address connected when the SSLSocket has no knowledge of what the actual FQDN is supposed to be. (cherry picked from commit ee1a154153a1b20d55fc4b0dd9752277f0cd6451) Bug: 27123298 Change-Id: Ie37e214f91e4f005f90da0d4a2aba1cd604d60b7/Try to get peer hostname from SocketAddress Java 7 added a new method to InetSocketAddress called getHostString() which returns the unresolved host for a given address. This should be suitable for use with SNI as long as it isnt an IP address. This also helps with testing because we can use serialization tricks to rewrite the ""hostname"" field of an already-serialized loopback address. Bug: 27271561 Change-Id: I9845e57d505712cdfee87d18246a1a3b021deea3/OpenSSLSocketImpl: Dont accidentally create a SocketImpl. We dont call super.close() when were wrapping a socket, so well have to be careful not to call any superclass methods that might end up creating a SocketImpl. bug: 27250522 Change-Id: Ie98127d002cc3b3dd3dd419b62adcfec47817479/"
108,108,6.0,0.9603999853134155,"test, summary, file, write, read, key, update, revision_pulle, use, closes_differential, would, test_plan, iterator, change, android, call, case, add, also, fix",Use OCSP-stapled responses in TrustManagerImpl Test: vogar host \ out/host/common/obj/JAVA_LIBRARIES/core-tests-support-hostdex_intermediates/classes.jack \ out/host/common/obj/JAVA_LIBRARIES/core-tests-hostdex_intermediates/classes.jack \ libcore/luni/src/test/java/libcore/javax/net/ssl/*Test.java Change-Id: I45762ab463be7aebea848387677d0fa8f92424bd/Move CertBlacklist to conscrypt CertBlacklist is mostly unchanged from bouncycastle except removing the bouncycastle Digest and Hex dependencies in isPublicKeyBlackListed. (cherry picked from commit ce5bdd0391d93d9a4b1fe7005041271341eb69b2) Bug: 29397721 Change-Id: Icccdcc0e108e8b0c60c47522114749518247a598/
109,109,18.0,0.492000013589859,"summary, option, test_plan, change, add, file, make, support, use, test, commit, main_java, allow, set, also, git_svn, new, closes_differential, write, harmony_xnet",Expose CT through libcore NetworkSecurityPolicy Bug: 28746284 Change-Id: I6549a997823b38dc256911a66ac558c90bf6f762/
110,110,15.0,0.977400004863739,"test, use, android, summary, also, change, support, new, compaction, key, test_plan, file, call, type, would, fix, check, add, option, revision_pulle","Use built-in key debugging mechanism When debugging a network flow its useful to log the negotiated keys to see what is happening inside the session. Previously this was implemented in Conscrypt, but BoringSSL has this capability built-in now. Documentation at Test: vogar host \ out/host/common/obj/JAVA_LIBRARIES/core-tests-support-hostdex_intermediates/classes.jack \ out/host/common/obj/JAVA_LIBRARIES/core-tests-hostdex_intermediates/classes.jack \ libcore/luni/src/test/java/libcore/javax/net/ssl/*Test.java Change-Id: I50a5b315d302492667a28926161836e34b9dd357/JNI_TRACE_KEYS for non-RSA connections Wireshark uses a different format for connections that are non-RSA such as those negotiated with ECDHE or DHE. This change prints out the keys in the format that Wireshark expects. Change-Id: If81e172091c29fe7e65068091be382677f23e425/"
111,111,0.0,0.9366999864578247,"change, summary, file, add, new, compaction, test, make, test_plan, also, differential_revision, implementation, call, use, option, create, delete, value, full, index",Add implementation of OpenSSLSocket that uses OpenSSLEngineImpl Use above class of wrapped socket does not have a file descriptor OpenSSLEngine now exposes ALPN state Enable use of PrivilegedAction to load .so Created by MOE: MOE_MIGRATED_REVID=123899267/
112,112,5.0,0.9869999885559082,"test, summary, file, add, test_plan, change, make, fix, option, revision, key, native, type, value, block, use, need, write, also, check","Improve performance of OpenSSLEngine Test: cts-tradefed run cts CtsLibcoreTestCases arm64-v8a Test: cts-tradefed run cts CtsLibcoreOkHttpTestCases arm64-v8a Change-Id: I947bd3701e90bd65104f8f5c07ba218c4e051944/Use fewer deprecated BoringSSL APIs. ""Handshake cutthrough"" was renamed to False Start at some point. Use the newer APIs which match what everyone refers to it as. SSL_set_reject_peer_renegotiations needed to be generalized at some point to take an enum. In doing so, it no longer has this weird double-negative spelling. The non-_long variants of SSL_alert_type_string and SSL_alert_desc_string dont do anything useful. We thought the one- and two-character codes were nuts, so they just return and now. Change-Id: I83d1fa26b0ea05284b0d73f1e2a58df07887aefe Test: mma in external/conscrypt/Convert NativeCryptoTest to JUnit4 This is basically a regex substitution change with minimnal renames just to convert to JUnit4. Further JUnit4-isms will come in subsequent changes. Test: cts-tradefed run cts CtsLibcoreTestCases arm64-v8a Change-Id: Icb6aedc3acee31d62750132bbe8eeaf9150bd3c0/Remove NPN support NPN is deprecated and clients should use ALPN instead for now. In the interest of removing support for it in BoringSSL, we will remove NPN support from Conscrypt as well. For now keep around the NPN setters and getters in OpenSSLSocketImpl and OpenSSLEngineImpl to help with backward compatibility for users that may be using reflection. Test: make && make cts && cts-tradefed run cts CtsLibcoreTestCases Change-Id: Ia4edb21412d9c4b2440291ae0a8a97d2217bf5b5/Drop RC4 cipher suite support from TLS Bug: 30977793 Test: libcore/run-libcore-tests libcore/luni/src/test/java/libcore/javax/net/ssl/* and running NativeCryptoTest. Change-Id: I04b91a6d3bf75a757d2c74bd1a39aea2709a9199/"
